,0,date
0,0.9431438127090301,2005-04-08
1,0.16387959866220736,2005-04-15
2,0.24414715719063546,2005-04-22
3,0.5016722408026756,2005-04-29
4,0.3277591973244147,2005-05-13
5,0.5484949832775919,2005-05-20
6,0.28762541806020064,2005-05-27
7,0.10367892976588629,2005-06-03
8,0.939799331103679,2005-06-10
9,0.35451505016722407,2005-06-17
10,0.47491638795986624,2005-06-24
11,0.06020066889632107,2005-07-01
12,0.11371237458193979,2005-07-08
13,0.3779264214046823,2005-07-15
14,0.8795986622073578,2005-07-22
15,0.782608695652174,2005-07-29
16,0.9531772575250836,2005-08-05
17,0.5183946488294314,2005-08-12
18,0.2140468227424749,2005-08-19
19,0.5217391304347826,2005-08-26
20,0.9498327759197325,2005-09-02
21,0.451505016722408,2005-09-09
22,0.7759197324414716,2005-09-16
23,0.0802675585284281,2005-09-23
24,0.5384615384615384,2005-09-30
25,0.31438127090301005,2005-10-14
26,0.5016722408026756,2005-10-21
27,0.17391304347826086,2005-10-28
28,0.6187290969899666,2005-11-04
29,0.25418060200668896,2005-11-11
30,0.8862876254180602,2005-11-18
31,0.5183946488294314,2005-11-25
32,0.2976588628762542,2005-12-02
33,0.8896321070234113,2005-12-09
34,0.802675585284281,2005-12-16
35,0.7892976588628763,2005-12-23
36,0.5016722408026756,2005-12-30
37,0.9230769230769231,2006-01-06
38,0.7023411371237458,2006-01-13
39,0.7591973244147158,2006-01-20
40,0.6755852842809364,2006-01-25
41,0.6989966555183946,2006-02-10
42,0.2842809364548495,2006-02-17
43,0.7959866220735786,2006-02-24
44,0.391304347826087,2006-03-03
45,0.2842809364548495,2006-03-10
46,0.5418060200668896,2006-03-17
47,0.5250836120401338,2006-03-24
48,0.4983277591973244,2006-03-31
49,0.7224080267558528,2006-04-07
50,0.5351170568561873,2006-04-14
51,0.5451505016722408,2006-04-21
52,0.5953177257525084,2006-04-28
53,0.8662207357859532,2006-05-12
54,0.8060200668896321,2006-05-19
55,0.45484949832775917,2006-05-26
56,0.7324414715719063,2006-06-02
57,0.13043478260869565,2006-06-09
58,0.7926421404682275,2006-06-16
59,0.6020066889632107,2006-06-23
60,0.7926421404682275,2006-06-30
61,0.5484949832775919,2006-07-07
62,0.14715719063545152,2006-07-14
63,0.47157190635451507,2006-07-21
64,0.2709030100334448,2006-07-28
65,0.07692307692307693,2006-08-04
66,0.8896321070234113,2006-08-11
67,0.43478260869565216,2006-08-18
68,0.6923076923076923,2006-08-25
69,0.3612040133779264,2006-09-01
70,0.3177257525083612,2006-09-08
71,0.7290969899665551,2006-09-15
72,0.3177257525083612,2006-09-22
73,0.8662207357859532,2006-09-29
74,0.5351170568561873,2006-10-13
75,0.44816053511705684,2006-10-20
76,0.31666666666666665,2006-10-27
77,0.7533333333333333,2006-11-03
78,0.22666666666666666,2006-11-10
79,0.7366666666666667,2006-11-17
80,0.8566666666666667,2006-11-24
81,0.8566666666666667,2006-12-01
82,0.13333333333333333,2006-12-08
83,0.93,2006-12-15
84,0.35333333333333333,2006-12-22
85,0.57,2006-12-29
86,0.82,2007-01-05
87,0.36,2007-01-12
88,0.9133333333333333,2007-01-19
89,0.39,2007-01-26
90,0.14,2007-02-02
91,0.8566666666666667,2007-02-09
92,0.9566666666666667,2007-02-16
93,0.3433333333333333,2007-03-02
94,0.81,2007-03-09
95,0.36333333333333334,2007-03-16
96,0.7366666666666667,2007-03-23
97,0.3933333333333333,2007-03-30
98,0.91,2007-04-06
99,0.77,2007-04-13
100,0.69,2007-04-20
101,0.5233333333333333,2007-04-27
102,0.5233333333333333,2007-04-30
103,0.5966666666666667,2007-05-11
104,0.6866666666666666,2007-05-18
105,0.7,2007-05-25
106,0.27,2007-06-01
107,0.8933333333333333,2007-06-08
108,0.7133333333333334,2007-06-15
109,0.18,2007-06-22
110,0.09666666666666666,2007-06-29
111,0.38,2007-07-06
112,0.5366666666666666,2007-07-13
113,0.9366666666666666,2007-07-20
114,0.8833333333333333,2007-07-27
115,0.7133333333333334,2007-08-03
116,0.4066666666666667,2007-08-10
117,0.31666666666666665,2007-08-17
118,0.9033333333333333,2007-08-24
119,0.7133333333333334,2007-08-31
120,0.33,2007-09-07
121,0.5933333333333334,2007-09-14
122,0.44,2007-09-21
123,0.71,2007-09-28
124,0.35,2007-10-12
125,0.20666666666666667,2007-10-19
126,0.15666666666666668,2007-10-26
127,0.26666666666666666,2007-11-02
128,0.15333333333333332,2007-11-09
129,0.51,2007-11-16
130,0.27,2007-11-23
131,0.3333333333333333,2007-11-30
132,0.9733333333333334,2007-12-07
133,0.49333333333333335,2007-12-14
134,0.97,2007-12-21
135,0.7633333333333333,2007-12-28
136,0.8733333333333333,2008-01-04
137,0.61,2008-01-11
138,0.25666666666666665,2008-01-18
139,0.4866666666666667,2008-01-25
140,0.11,2008-02-01
141,0.8733333333333333,2008-02-05
142,0.54,2008-02-15
143,0.31,2008-02-22
144,0.77,2008-02-29
145,0.33,2008-03-07
146,0.06666666666666667,2008-03-14
147,0.69,2008-03-21
148,0.39666666666666667,2008-03-28
149,0.18,2008-04-03
150,0.7066666666666667,2008-04-11
151,0.06666666666666667,2008-04-18
152,0.9733333333333334,2008-04-25
153,0.9666666666666667,2008-04-30
154,0.3933333333333333,2008-05-09
155,0.59,2008-05-16
156,0.15333333333333332,2008-05-23
157,0.44666666666666666,2008-05-30
158,0.17333333333333334,2008-06-06
159,0.03666666666666667,2008-06-13
160,0.2833333333333333,2008-06-20
161,0.22333333333333333,2008-06-27
162,0.6933333333333334,2008-07-04
163,0.6433333333333333,2008-07-11
164,0.28,2008-07-18
165,0.6633333333333333,2008-07-25
166,0.14,2008-08-01
167,0.02666666666666667,2008-08-08
168,0.33,2008-08-15
169,0.38,2008-08-22
170,0.64,2008-08-29
171,0.07666666666666666,2008-09-05
172,0.37,2008-09-12
173,0.9066666666666666,2008-09-19
174,0.8066666666666666,2008-09-26
175,0.06333333333333334,2008-10-10
176,0.13666666666666666,2008-10-17
177,0.23333333333333334,2008-10-24
178,0.2,2008-10-31
179,0.6533333333333333,2008-11-07
